I_R01_Gripper_Load,I_R02_Gripper_Load,I_R03_Gripper_Load,I_R04_Gripper_Load,I_R03_Gripper_Pot,I_R04_Gripper_Pot,t,label,cycle_id
264.0,1306.0,1348.0,-1312.0,2390.0,13142.0,41.984,NoNose,5_267
397.0,1326.0,1372.0,793.0,2396.0,13274.0,42.482,NoNose,5_267
368.4761904761905,1309.0,1369.0,508.0,2391.0,13298.0,42.995,NoNose,5_267
401.0,1292.0,1375.0,-468.0,2398.0,13219.0,43.49,NoNose,5_267
405.0,1308.0,1377.0,-264.0,2408.0,13241.0,43.998,NoNose,5_267
376.0,1305.0,1366.0,-346.0,2392.0,13206.0,44.48,NoNose,5_267
377.0,1304.0,1378.0,137.0,2400.0,13189.0,45.018,NoNose,5_267
400.0,1333.0,1367.0,647.0,2392.0,13113.0,45.487,NoNose,5_267
385.0,1327.0,1381.0,-1141.0,2403.0,13229.0,46.049,NoNose,5_267
326.0,1292.0,1366.0,-534.0,2396.0,13131.0,46.484,NoNose,5_267
368.0,1298.0,1369.0,297.0,2402.0,13240.0,47.042,NoNose,5_267
372.0,1325.0,1365.0,975.0,2390.0,13300.0,47.495,NoNose,5_267
312.0,1304.0,1364.0,-1256.0,2392.0,13243.0,47.985,NoNose,5_267
390.0,1326.0,1382.0,668.0,2412.0,13235.0,48.485,NoNose,5_267
299.0,1312.0,1365.0,1203.0,2402.0,13207.0,49.033,NoNose,5_267
405.0,1323.0,1370.0,-688.0,2448.0,13148.0,49.482,NoNose,5_267
368.0,1282.0,1377.0,100.0,2404.0,13288.0,50.02,NoNose,5_267
385.0,1296.0,1373.0,676.0,2402.0,13229.0,50.492,NoNose,5_267
414.0,1314.0,1371.0,-1053.0,7935.240506329114,13236.0,51.002,NoNose,5_267
308.0,1309.0,1365.0,-623.0,12482.0,13257.0,51.486,NoNose,5_267
420.0,1305.0,1387.0,912.0,12559.0,13154.0,52.04,NoNose,5_267
349.0,1303.0,1369.0,790.0,11034.436274509804,13127.0,52.486,NoNose,5_267
384.0,1309.0,1367.0,167.0,6733.0,13180.0,52.994,NoNose,5_267
382.0,1291.0,1364.0,-763.0,6755.0,13259.0,53.49,NoNose,5_267
349.0,1297.0,1356.0,-753.0,6704.0,13216.0,54.076,NoNose,5_267
426.0,1311.0,1351.0,486.0,6708.0,13230.0,54.479,NoNose,5_267
394.0,1314.0,1355.0,93.0,6715.0,13215.0,54.976,NoNose,5_267
414.0,1301.0,1345.0,-158.0,6709.0,13167.0,55.482,NoNose,5_267
421.0,1312.0,1362.0,-983.0,6725.0,13212.0,56.016,NoNose,5_267
412.0,1316.0,1343.0,-719.0,6749.0,13276.0,56.504,NoNose,5_267
456.0,1314.0,1366.0,-948.0,6750.0,13286.0,57.022,NoNose,5_267
409.0,1297.0,1376.0,-696.0,6743.0,13255.0,57.494,NoNose,5_267
391.0,1312.0,1374.0,940.0,6715.0,13189.0,57.987,NoNose,5_267
385.0,1296.0,1356.0,-1233.0,6728.0,13247.0,58.505,NoNose,5_267
401.0,1324.0,1381.0,-835.0,6711.0,13236.0,59.002,NoNose,5_267
406.0,1310.0,1378.0,370.0,12465.0,13161.0,59.482,NoNose,5_267
404.0,1308.0,1384.0,835.0,12469.882352941177,13196.0,60.059,NoNose,5_267
391.0,1302.0,1366.0,296.0,12495.0,13113.0,60.5,NoNose,5_267
449.0,1314.0,1375.0,-556.0,12505.0,13270.0,60.995,NoNose,5_267
411.0,1314.0,1375.0,-1236.0,12506.0,13185.0,61.482,NoNose,5_267
451.0,1330.0,1367.0,220.0,12530.0,13206.0,62.017,NoNose,5_267
421.0,1337.0,1362.0,220.0,12463.0,13062.0,62.484,NoNose,5_267
397.0,1313.0,1375.0,-305.0,12535.0,13205.0,63.048,NoNose,5_267
403.0,1333.0,1383.0,768.0,2457.0,13365.0,63.494,NoNose,5_267
390.0,1310.0,1371.0,489.0,2442.0,13243.0,64.029,NoNose,5_267
383.0,1306.0,1376.0,219.0,2433.0,13252.0,64.482,NoNose,5_267
398.0,1328.0,1371.0,-891.0,2441.0,13240.0,65.349,NoNose,5_267
406.0,1330.0,1373.0,1263.0,2815.3939393939395,13263.0,65.82,NoNose,5_267
408.0,1311.0,7795.0,138.0,12423.0,13139.0,66.204,NoNose,5_267
388.0,1317.0,7300.0,114.0,12478.171428571428,13244.0,66.481,NoNose,5_267
415.0,1326.0,7283.0,888.0,12432.0,13235.0,67.001,NoNose,5_267
428.0,1319.0,7236.0,-1048.0,12417.0,13106.0,67.48,NoNose,5_267
421.0,1327.0,7209.0,78.0,12418.0,13082.0,68.019,NoNose,5_267
428.0,1322.0,7209.0,-1073.0,12459.0,13165.0,68.493,NoNose,5_267
416.0,1324.0,7176.0,-826.0,12402.0,13131.0,69.038,NoNose,5_267
436.0,1304.0,7164.0,400.0,12429.0,13280.0,69.483,NoNose,5_267
438.0,1331.0,7162.0,390.0,12442.0,13168.0,70.012,NoNose,5_267
407.0,1302.0,7169.0,1144.0,12413.0,13176.0,70.478,NoNose,5_267
400.0,1314.0,7167.0,468.0,12455.0,13149.0,71.004,NoNose,5_267
409.0,1283.0,7142.0,707.0,12413.0,13030.0,71.484,NoNose,5_267
424.0,1316.0,7185.0,-131.0,12435.785714285714,13170.0,72.002,NoNose,5_267
411.0,1312.0,7157.0,-649.0,12443.0,13149.0,72.485,NoNose,5_267
365.0,1284.0,7137.0,-629.0,12413.0,13177.0,73.018,NoNose,5_267
358.0,1344.0,1358.0,-993.0,2372.0,13171.0,73.492,NoNose,5_267
302.0,1328.0,1389.0,1246.0,2393.0,13381.0,73.981,NoNose,5_267
417.0,1313.0,1395.0,-295.0,2400.0,13246.0,74.488,NoNose,5_267
262.0,1310.0,1382.0,-1237.0,2397.0,13256.0,74.999,NoNose,5_267
367.0,1310.0,1383.0,386.0,2403.0,13290.0,75.502,NoNose,5_267
382.0,1323.0,1390.0,-364.0,2411.0,13281.0,76.005,NoNose,5_267
429.0,1299.0,1380.0,1113.0,2426.0,13211.0,76.496,NoNose,5_267
412.0,1320.0,1378.0,557.0,2433.0,13177.0,76.994,NoNose,5_267
388.0,1311.0,1375.0,-68.0,2423.0,13084.0,77.485,NoNose,5_267
385.0,1306.0,1389.0,-642.0,2433.0,13176.0,78.05,NoNose,5_267
333.0,1315.0,1385.0,-772.0,2429.0,13226.0,78.485,NoNose,5_267
399.0,1303.0,8910.0,-494.0,12400.0,13116.0,78.984,NoNose,5_267
246.0,1317.0,6718.0,787.0,12483.0,13157.0,79.485,NoNose,5_267
452.0,1332.0,6647.0,812.0,12423.0,13136.0,80.015,NoNose,5_267
389.0,1315.0,6643.0,-189.0,12428.0,12968.0,80.478,NoNose,5_267
393.0,1288.0,6650.0,-1247.0,12413.909535452323,13213.0,80.988,NoNose,5_267
404.0,1294.0,6620.0,798.0,12429.0,13268.0,81.49,NoNose,5_267
400.0,1328.0,6621.0,-178.0,12446.0,13138.0,82.003,NoNose,5_267
403.0,1310.0,6599.0,-347.0,12418.0,13130.0,82.494,NoNose,5_267
272.0,1310.0,6576.0,1044.0,12388.0,13154.0,82.989,NoNose,5_267
436.0,1314.0,6600.0,-727.0,12465.704545454546,13197.0,83.495,NoNose,5_267
422.0,1328.0,6575.0,-1257.0,12403.0,13197.0,84.049,NoNose,5_267
409.0,1319.0,6574.0,-241.0,12386.0,13129.0,84.477,NoNose,5_267
424.0,1323.0,6582.0,-57.0,12395.0,13153.0,85.003,NoNose,5_267
446.0,1322.0,6557.0,763.0,12399.0,13195.0,85.491,NoNose,5_267
441.0,1323.0,5960.07305936073,-166.0,11640.03125,13153.0,85.995,NoNose,5_267
389.0,1296.0,1389.0,-657.0,2412.0,13303.0,86.488,NoNose,5_267
415.0,1332.0,1391.0,1104.0,2398.0,13219.0,87.023,NoNose,5_267
423.0,1307.0,1379.0,1274.0,2406.0,13314.0,87.487,NoNose,5_267
430.0,1323.0,1382.0,-192.0,2394.0,13244.0,87.99,NoNose,5_267
399.0,1280.0,1390.0,632.0,2400.0,13161.0,88.479,NoNose,5_267
414.0,1319.0,1377.0,1008.0,2398.0,13230.0,88.999,NoNose,5_267
394.0,1310.0,1379.0,-381.0,2404.0,13165.0,89.48,NoNose,5_267
420.0,1319.0,1381.0,-970.0,2401.0,13167.0,89.993,NoNose,5_267
427.0,1316.0,1370.0,372.0,2395.0,13152.0,90.482,NoNose,5_267
397.0,1306.0,1380.0,-163.0,2406.0,13062.0,91.069,NoNose,5_267
227.0,1309.0,1386.0,-583.0,2410.0,13243.0,91.484,NoNose,5_267
396.0,1294.0,1384.0,-756.0,12518.0,13091.0,92.011,NoNose,5_267
282.0,1313.0,1378.0,-459.0,12555.0,13122.0,92.49,NoNose,5_267
427.0,1304.0,1386.0,-197.0,12496.538461538461,13101.0,92.988,NoNose,5_267
390.0,1309.0,1383.0,-1003.0,12511.0,13194.0,93.483,NoNose,5_267
405.0,1300.0,1387.0,262.0,12524.0,13125.0,94.01,NoNose,5_267
403.0,1321.0,1387.0,217.0,12551.0,13139.0,94.482,NoNose,5_267
360.0,1293.0,1383.0,849.0,12526.0,13111.0,94.981,NoNose,5_267
431.0,1296.0,1364.0,-871.0,12513.0,12836.0,95.482,NoNose,5_267
389.0,1311.0,1370.0,-325.0,12533.0,13198.0,96.069,NoNose,5_267
426.0,1317.0,1384.0,217.0,12506.0,13167.0,96.477,NoNose,5_267
386.0,1288.0,1366.0,857.0,12560.733333333334,13153.0,97.003,NoNose,5_267
414.0,1328.0,1394.0,-1234.0,7415.735751295337,13167.0,97.489,NoNose,5_267
408.0,1313.0,1379.0,643.0,2455.0,13172.0,97.988,NoNose,5_267
408.0,1319.0,1375.0,-115.0,2436.0,13254.0,98.49,NoNose,5_267
397.0,1297.0,1371.0,-560.0,2431.0,13183.0,99.011,NoNose,5_267
375.0,1312.0,1360.0,767.0,2425.0,13225.0,99.485,NoNose,5_267
364.0,1277.0,1382.0,-589.0,2441.0,13223.0,99.985,NoNose,5_267
388.0,1317.0,1391.0,-78.0,2449.0,13239.0,100.48,NoNose,5_267
386.0,1311.0,1357.0,617.0,2421.0,13215.0,100.996,NoNose,5_267
381.0,1290.0,1365.0,-136.0,2427.0,13121.0,101.491,NoNose,5_267
393.0,1300.0,1359.0,139.0,2427.0,13210.0,102.009,NoNose,5_267
401.0,1311.0,1371.0,909.0,2432.0,13047.0,102.488,NoNose,5_267
385.0,1296.0,7180.0,-272.0,9930.165816326531,13178.0,102.985,NoNose,5_267
422.0,1326.0,8137.0,-992.0,12383.0,13047.0,103.48,NoNose,5_267
471.0,1299.0,8081.0,-707.0,12423.0,13136.0,104.007,NoNose,5_267
394.0,1310.0,8065.0,926.0,12389.947368421053,13213.0,104.485,NoNose,5_267
429.0,1322.0,8045.0,-1259.0,12437.0,13162.0,104.982,NoNose,5_267
417.0,1293.0,7993.690773067332,358.0,12448.0,13154.0,105.495,NoNose,5_267
399.0,1312.0,8022.0,-1072.0,12452.0,12888.0,106.004,NoNose,5_267
411.0,1307.0,7961.0,705.0,12393.0,13153.0,106.48,NoNose,5_267
398.11475409836066,1303.0,7965.0,-1165.0,12459.0,13179.0,107.027,NoNose,5_267
407.0,1315.0,7928.0,568.0,12370.0,13169.0,107.484,NoNose,5_267
317.0,1295.0,7941.0,950.0,12421.0,13156.0,107.99,NoNose,5_267
408.0,1315.0,7923.0,206.0,12419.0,13212.0,108.492,NoNose,5_267
401.0,1298.0,1379.0,-487.0,2398.0,13232.0,109.0,NoNose,5_267
382.0,1304.0,1374.0,-767.0,2396.0,13196.0,109.48,NoNose,5_267
389.0,1296.0,1350.0,733.0,2394.0,13135.0,109.981,NoNose,5_267
325.0,1297.0,1365.0,710.0,2402.0,13245.0,110.486,NoNose,5_267
382.0,1286.0,1369.0,-1222.0,2404.0,13223.0,111.024,NoNose,5_267
400.0,1287.0,1384.0,-266.0,2399.0,13204.0,111.488,NoNose,5_267
410.0,1283.0,1373.0,-288.0,2414.0,13152.0,111.995,NoNose,5_267
407.0,1293.0,1361.0,-849.0,2389.0,13179.0,112.489,NoNose,5_267
370.0,1310.0,1368.0,999.0,2403.0,13328.0,113.032,NoNose,5_267
432.0,1321.0,1347.0,-798.0,2380.0,13230.0,113.484,NoNose,5_267
438.0,1310.0,1344.0,-1174.0,2400.0,13253.0,113.981,NoNose,5_267
342.0,1313.0,1358.0,257.0,2401.0,13195.0,114.484,NoNose,5_267
382.0,1285.0,1356.0,1143.0,2396.0,13219.0,115.009,NoNose,5_267
395.0,1329.0,1364.0,-1331.0,2401.0,13226.0,115.49,NoNose,5_267
413.0,1332.0,1376.0,-726.0,2394.0,13336.0,116.01,NoNose,5_267
381.0,1325.0,1362.0,304.0,2406.0,13217.0,116.481,NoNose,5_267
396.0,1296.0,1337.0,1177.0,2392.0,13363.0,116.995,NoNose,5_267
335.0,1272.0,1352.0,-462.0,2404.0,13215.073047858941,117.485,NoNose,5_267
403.0,1273.0,1329.0,790.0,2384.0,13133.0,118.018,NoNose,5_267
387.0,1301.0,1386.0,420.0,2411.0,13281.0,118.482,NoNose,5_267
401.0,1296.0,1355.0,-765.0,2390.0,13175.0,118.991,NoNose,5_267
330.0,1269.0,1361.0,1081.0,2400.0,13212.0,119.477,NoNose,5_267
386.0,1285.0,1353.0,-268.0,2395.0,13328.0,120.011,NoNose,5_267
391.0,1279.0,1372.0,-977.0,2406.0,13262.0,120.487,NoNose,5_267
242.0,1267.0,1363.0,-529.0,2402.0,13202.0,120.992,NoNose,5_267
381.0,1326.0,1371.0,955.0,2395.0,13287.0,121.494,NoNose,5_267
415.0,1274.0,1356.0,-793.0,2393.0,13313.0,122.144,NoNose,5_267
385.0,1314.0,1348.0,-172.0,2403.0,13272.0,122.477,NoNose,5_267
406.0,1290.0,1372.0,-234.0,2402.0,13396.0,123.037,NoNose,5_267
390.0,1287.0,1359.0,940.0,2392.0,13233.0,123.498,NoNose,5_267
424.0,1307.0,1371.0,229.0,2403.0,13220.0,123.993,NoNose,5_267
350.0,1286.0,1351.0,-996.0,2403.0,13211.0,124.479,NoNose,5_267
404.0,1307.0,1358.0,1143.0,2404.0,13189.0,125.012,NoNose,5_267
367.0,1298.0,1336.0,910.0,2398.0,13280.0,125.485,NoNose,5_267
250.0,1307.0,1339.0,-934.0,2393.0,13228.0,126.042,NoNose,5_267
432.0,1274.0,1376.0,-867.0,2404.0,13323.0,126.482,NoNose,5_267
489.0,1274.0,1359.0,-556.0,2390.0,13240.0,127.03,NoNose,5_267
380.0,1283.0,1350.0,816.0,2389.0,13195.0,127.485,NoNose,5_267
373.0,1297.0,1372.0,155.0,2396.0,13285.0,128.199,NoNose,5_267
377.0,1282.0,1364.0,-821.0,2399.0,13190.0,128.852,NoNose,5_267
322.0,1268.0,1355.0,-1162.0,2395.0,13203.0,129.076,NoNose,5_267
372.0,1292.0,1365.0,602.0,2403.0,13245.0,129.485,NoNose,5_267
325.0,1263.0,1339.0,-211.0,2397.0,13200.0,130.004,NoNose,5_267
318.0,1298.0,1354.0,-901.0,2398.0,13244.0,130.482,NoNose,5_267
401.0,1267.0,1360.0,853.0,2393.0,13232.0,131.003,NoNose,5_267
359.0,1307.0,1372.0,-1257.0,2395.0,13088.0,131.486,NoNose,5_267
331.9340659340659,1298.0,1355.0,1091.0,2399.0,13219.0,131.999,NoNose,5_267
341.0,1284.0,1361.0,129.0,2396.0,13177.0,132.483,NoNose,5_267
335.0,1304.0,1321.0,857.0,2400.0,13194.0,133.01,NoNose,5_267
410.0,1288.0,1358.0,-134.0,2401.0,13225.0,133.484,NoNose,5_267
354.0,1321.0,1361.0,-539.0,2395.0,13269.0,133.998,NoNose,5_267
401.0,1309.0,1349.0,1154.0,2385.0,13237.0,134.482,NoNose,5_267
369.0,1316.0,1375.0,232.0,2403.0,13573.0,135.004,NoNose,5_267
371.0,1286.0,1340.0,-917.0,2396.0,13291.0,135.488,NoNose,5_267
350.0,1277.0,1347.0,-775.0,2386.0,13231.0,135.991,NoNose,5_267
407.0,1273.0,1372.0,-1233.0,2404.0,13196.0,136.482,NoNose,5_267
357.0,1314.0,1352.0,-654.0,2397.0,13292.0,137.04,NoNose,5_267
348.0,1260.0,1361.0,-813.0,2413.0,13238.0,137.489,NoNose,5_267
444.0,1315.0,1361.0,-1014.0,2397.0,13309.0,137.986,NoNose,5_267
406.0,1307.0,1361.0,753.0,2410.0,13268.0,138.487,NoNose,5_267
330.0,1295.0,1363.0,446.0,2403.0,13190.0,139.001,NoNose,5_267
434.0,1337.0,1385.0,40.0,2408.0,13244.0,139.486,NoNose,5_267
369.0,1329.0,1364.0,-948.0,2395.0,13342.0,140.01,NoNose,5_267
394.0,1278.0,1391.0,-290.0,2406.0,13243.0,140.487,NoNose,5_267
357.0,1295.0,1372.0,870.0,2400.0,13735.0,141.0,NoNose,5_267
414.0,1313.0,1385.0,1074.0,2418.0,13352.0,141.485,NoNose,5_267
405.0,1305.0,1348.0,1273.0,2387.0,13379.0,142.099,NoNose,5_267
360.0,1289.0,1355.0,-440.0,2376.0,13231.0,142.489,NoNose,5_267
411.0,1305.0,1351.0,191.0,2391.0,13158.0,142.982,NoNose,5_267
373.0,1302.0,1361.0,-1291.0,2402.0,13087.0,143.488,NoNose,5_267
382.0,1310.0,1346.0,-1226.0,2390.0,13201.0,144.026,NoNose,5_267
228.0,1296.0,1358.0,-802.0,2402.0,13244.0,144.492,NoNose,5_267
407.0,1308.0,1367.0,-301.0,2393.0,13233.0,144.989,NoNose,5_267
372.0,1289.0,1357.0,375.0,2395.0,13301.0,145.491,NoNose,5_267
419.0,1304.0,1357.0,381.0,2395.0,13197.0,146.016,NoNose,5_267
372.0,1332.0,1377.0,258.0,2407.0,13248.0,146.488,NoNose,5_267
415.0,1304.0,1356.0,-946.0,2389.0,13230.0,147.0,NoNose,5_267
430.0,1326.0,1362.0,512.0,2405.0,13120.0,147.494,NoNose,5_267
391.0,1303.0,1351.0,-631.0,2393.0,13144.0,148.018,NoNose,5_267
396.0,1301.0,1367.0,-1288.0,2399.0,13157.0,148.494,NoNose,5_267
435.0,1322.0,1365.0,559.0,2398.0,13238.0,149.013,NoNose,5_267
377.0,1296.0,1364.0,-274.0,2392.0,13265.0,149.483,NoNose,5_267
377.0,1318.0,1362.0,93.0,2404.0,13038.0,149.984,NoNose,5_267
377.0,1294.0,1391.0,-1051.0,2408.0,13302.0,150.486,NoNose,5_267
448.0,1305.0,1343.0,-261.0,2396.0,13201.0,151.001,NoNose,5_267
349.0,1297.0,1368.0,1125.0,2398.0,13229.0,151.484,NoNose,5_267
271.0,1338.0,1382.0,527.0,2408.0,13186.0,151.982,NoNose,5_267
418.0,1303.0,1365.0,979.0,2397.0,13324.0,152.492,NoNose,5_267
348.0,1325.0,1375.0,762.0,2405.0,13569.0,152.997,NoNose,5_267
368.0,1292.0,1362.0,-930.0,2414.0,13205.0,153.487,NoNose,5_267
352.0,1288.0,1385.0,-601.0,2416.0,13116.0,153.991,NoNose,5_267
423.0,1333.0,1381.0,704.0,2398.0,13533.0,154.482,NoNose,5_267
388.0,1306.0,1375.0,340.0,2408.0,13136.0,154.999,NoNose,5_267
426.0,1323.0,1358.0,190.0,2393.0,13182.0,155.487,NoNose,5_267
373.0,1295.0,1375.0,719.0,2418.0,13565.0,155.983,NoNose,5_267
406.0,1329.0,1368.0,-762.0,2404.0,13238.0,156.485,NoNose,5_267
399.0,1279.0,1382.0,-837.0,2395.0,13290.0,157.039,NoNose,5_267
376.0,1299.0,1371.0,-1082.0,2396.0,13153.0,157.477,NoNose,5_267
366.0,1258.0,1352.0,-1142.0,2381.0,13188.0,158.021,NoNose,5_267
425.0,1307.0,1366.0,479.0,2403.0,13245.0,158.492,NoNose,5_267
372.0,1328.0,1378.0,613.0,2385.0,13233.0,158.986,NoNose,5_267
435.0,1315.0,1351.0,1251.0,2403.0,13300.0,159.479,NoNose,5_267
369.0,1270.0,1357.0,-927.0,2404.0,13339.0,160.028,NoNose,5_267
402.0,1314.0,1362.0,525.0,2400.0,13330.0,160.477,NoNose,5_267
423.0,1320.0,1362.0,-585.0,2403.0,13162.0,160.993,NoNose,5_267
433.0,1321.0,1364.0,-1317.0,2401.0,13183.0,161.489,NoNose,5_267
370.0,1317.0,1358.0,-771.0,2397.0,13406.0,162.118,NoNose,5_267
423.0,1305.0,1348.0,-181.0,2391.0,13472.0,162.501,NoNose,5_267
350.0,1311.0,1368.0,791.0,2395.0,13262.0,163.083,NoNose,5_267
378.0,1310.0,1361.0,309.0,2402.0,13464.0,163.494,NoNose,5_267
379.0,1290.0,1378.0,189.0,2394.0,13224.0,163.999,NoNose,5_267
384.0,1325.0,1363.0,-359.0,2397.0,13307.0,164.486,NoNose,5_267
423.0,1324.0,1376.0,-1232.0,2396.0,13248.0,165.018,NoNose,5_267
406.0,1315.0,1368.0,152.0,2404.0,13223.0,165.519,NoNose,5_267
380.0,1299.0,1359.0,110.0,2391.0,13260.0,165.99,NoNose,5_267
398.0,1295.0,1357.0,932.0,2386.0,13293.0,166.49,NoNose,5_267
294.0,1266.0,1369.0,205.0,2399.0,13202.0,167.01,NoNose,5_267
374.0,1324.0,1358.0,180.0,2387.0,13408.0,167.487,NoNose,5_267
473.0,1344.0,1359.0,-4.0,2400.0,13174.0,168.005,NoNose,5_267
372.0,1355.0,1378.0,-696.0,2403.0,13185.0,168.479,NoNose,5_267
388.0,1299.0,1362.0,-1159.0,2388.0,13064.0,168.992,NoNose,5_267
399.0,1297.0,1379.0,-774.0,2409.0,13168.0,169.485,NoNose,5_267
388.0,1299.0,1355.0,-899.0,2390.0,13249.0,169.984,NoNose,5_267
433.0,1304.0,1346.0,180.0,2384.0,13277.0,170.484,NoNose,5_267
225.0,1302.0,1351.0,-955.0,2382.0,13220.0,170.983,NoNose,5_267
378.0,1324.0,1356.0,100.0,2380.0,13241.0,171.488,NoNose,5_267
410.0,1326.0,1356.0,-813.0,2406.0,13210.0,172.003,NoNose,5_267
391.0,1311.0,1355.0,905.0,2393.0,13486.0,172.483,NoNose,5_267
260.0,1294.0,1370.0,394.0,2401.0,13218.0,172.988,NoNose,5_267
276.0,1302.0,1357.0,-566.0,2395.0,13099.0,173.488,NoNose,5_267
420.0,1319.0,1362.0,646.0,2389.0,13265.0,173.995,NoNose,5_267
379.0,1292.0,1370.0,-238.0,2403.0,13231.0,174.493,NoNose,5_267
346.0,1301.0,1358.0,-696.0,2401.0,13185.0,174.987,NoNose,5_267
268.0,1320.0,1362.0,756.0,2394.0,13356.0,175.494,NoNose,5_267
339.0,1289.0,1367.0,-170.0,2392.0,13382.0,176.02,NoNose,5_267
371.0,1307.0,1363.0,686.0,2402.0,13254.0,176.486,NoNose,5_267
381.0,1297.0,1377.0,-1220.0,2396.0,13155.0,177.002,NoNose,5_267
408.0,1313.0,1365.0,-710.0,2410.0,13223.0,177.49,NoNose,5_267
371.0,1266.0,1339.0,-358.0,2384.0,13180.0,177.986,NoNose,5_267
369.0,1334.0,1363.0,480.0,2396.0,13106.0,178.485,NoNose,5_267
301.0,1306.0,1351.0,-71.0,2387.0,13252.0,179.006,NoNose,5_267
309.0,1313.0,1342.0,-622.0,2389.0,13143.0,179.478,NoNose,5_267
374.0,1308.0,1371.0,387.0,2403.0,13356.0,179.988,NoNose,5_267
410.0,1305.0,1369.0,-734.0,2410.0,13269.0,180.492,NoNose,5_267
377.0,1285.0,1364.0,5.0,2394.0,13317.0,180.981,NoNose,5_267
223.0,1263.0,1380.0,-376.0,2401.0,13216.0,181.489,NoNose,5_267
363.0,1289.0,1378.0,-247.0,2413.0,13249.0,182.059,NoNose,5_267
359.0,1315.0,1367.0,-548.0,2393.0,13216.0,182.495,NoNose,5_267
410.0,1310.0,1355.0,252.0,2402.0,13458.0,182.992,NoNose,5_267
399.0,1327.0,1387.0,53.0,2416.0,13134.0,183.485,NoNose,5_267
280.0,1298.0,1364.0,-721.0,2398.0,13225.0,184.079,NoNose,5_267
398.0,1301.0,1363.0,472.0,2400.0,13266.0,184.479,NoNose,5_267
365.0,1306.0,1371.0,618.0,2405.0,13258.0,185.356,NoNose,5_267
402.0,1301.0,1342.0,-465.0,2383.0,13147.0,185.481,NoNose,5_267
225.0,1311.0,1357.0,790.0,2389.0,13391.0,185.992,NoNose,5_267
222.0,1288.0,1369.0,-936.0,2393.0,13337.0,186.488,NoNose,5_267
384.0,1303.0,1366.0,-247.0,2402.0,13337.0,187.0,NoNose,5_267
411.0,1299.0,1365.0,279.0,2404.0,13185.0,187.485,NoNose,5_267
375.0,1318.0,1341.0,-791.0,2372.0,13250.0,187.995,NoNose,5_267
354.0,1303.0,1367.0,-822.0,2390.0,13241.0,188.483,NoNose,5_267
375.0,1304.0,1357.0,650.0,2395.0,13275.0,189.046,NoNose,5_267
417.0,1304.0,1383.0,862.0,2411.0,13240.0,189.483,NoNose,5_267
371.0,1286.0,1354.0,-708.0,2384.0,13165.0,190.035,NoNose,5_267
383.0,1313.0,1369.0,130.0,2389.0,13286.0,190.494,NoNose,5_267
340.0,1288.0,1357.0,567.0,2401.0,13306.0,191.033,NoNose,5_267
426.0,1303.0,1387.0,680.0,2408.0,13265.0,191.662,NoNose,5_267
435.0,1313.0,1348.0,-938.0,2396.0,13149.0,192.042,NoNose,5_267
400.0,1311.0,1367.0,267.0,2397.0,13265.0,192.483,NoNose,5_267
392.0,1301.0,1370.0,-1388.0,2395.0,13175.0,192.994,NoNose,5_267
353.0,1323.0,1368.0,763.0,2401.0,13198.0,193.485,NoNose,5_267
394.0,1319.0,1378.0,1273.0,2383.0,8833.0,194.01,NoNose,5_267
400.0,1316.0,1380.0,-694.0,2406.0,8772.0,194.483,NoNose,5_267
397.0,1330.0,1369.0,-1242.0,2406.0,8627.0,194.993,NoNose,5_267
396.0,1268.0,1366.0,1045.0,2403.0,13367.0,195.482,NoNose,5_267
403.0,1303.0,1361.0,-900.0,2410.0,13223.0,196.014,NoNose,5_267
399.0,1309.0,1364.0,207.0,2392.0,13298.0,196.484,NoNose,5_267
391.0,1295.0,1362.0,-1082.0,2393.0,13303.0,196.979,NoNose,5_267
406.0,1306.0,1363.0,162.0,2401.0,13247.0,197.493,NoNose,5_267
390.0,1329.0,1375.0,803.0,2413.0,13361.0,198.009,NoNose,5_267
429.0,1328.0,1347.0,221.0,2408.0,13327.0,198.488,NoNose,5_267
369.0,1281.0,1384.0,-874.0,2403.0,13283.0,199.01,NoNose,5_267
363.0,1280.0,1378.0,-62.0,2397.0,13328.0,199.482,NoNose,5_267
309.0,1280.0,1353.0,-124.0,2386.0,13217.0,199.984,NoNose,5_267
422.0,1314.0,1365.0,-1238.0,2399.0,13303.0,200.487,NoNose,5_267
403.0,1315.0,1364.0,-873.0,2405.0,13270.0,201.024,NoNose,5_267
364.0,1324.0,1364.0,1125.0,2391.0,13223.0,201.487,NoNose,5_267
337.0,1287.0,1339.0,-436.0,2389.0,13346.0,201.987,NoNose,5_267
387.0,1284.0,1372.0,-106.0,2400.0,13211.0,202.493,NoNose,5_267
420.0,1311.0,1372.0,645.0,2399.0,13258.0,203.01,NoNose,5_267
413.0,1309.0,1376.0,89.0,2397.0,13203.0,203.491,NoNose,5_267
412.0,1301.0,1377.0,611.0,2406.0,13227.0,204.023,NoNose,5_267
468.0,1301.0,1357.0,617.0,2394.0,13245.0,204.49,NoNose,5_267
437.0,1341.0,1390.0,674.0,2408.0,13227.0,204.985,NoNose,5_267
292.0,1309.0,1389.0,685.0,2413.0,13354.0,205.491,NoNose,5_267
393.0,1322.0,1371.0,662.0,2395.0,13249.0,206.077,NoNose,5_267
339.0,1294.0,1378.0,641.0,2393.0,8693.0,206.482,NoNose,5_267
401.0,1298.0,1401.0,-827.0,2408.0,8726.0,206.986,NoNose,5_267
398.0,1343.0,1376.0,994.0,2411.0,8797.0,207.492,NoNose,5_267
